001,ControlNumber,"","",[]
003,ControlNumberIdentifier,"","",[]
005,DateandTimeofLatestTransaction,"","",[]
006,Fixed-LengthDataElements,AdditionalMaterialCharacteristics,"","",[]
007,PhysicalDescriptionFixedField:Physicaldescriptionfixedfieldinformation,"","","$a"
008,Fixed-LengthDataElements,"","",[]
010,LibraryofCongressControlNumber,"","",[]
013,PatentControlInformation,"","",[]
015,NationalBibliographyNumber,"","",[]
016,NationalBibliographicAgencyControlNumber,"","",[]
017,CopyrightorLegalDepositNumber,"","",[]
018,CopyrightArticle-FeeCode,"","",[]
020,InternationalStandardBookNumber:ISBN,"","","$a"
022,InternationalStandardSerialNumber:ISSN,"","","$a"
024,OtherStandardIdentifier,"","",[]
025,OverseasAcquisitionNumber,"","",[]
026,FingerprintIdentifier,"","",[]
027,StandardTechnicalReportNumber,"","",[]
028,PublisherorDistributorNumber:Manufacturernumber,"","","$a"
028,PublisherorDistributorNumber:Recordinglabel,"","","$a"
030,CODENDesignation,"","",[]
031,MusicalIncipitsInformation,"","",[]
032,PostalRegistrationNumber,"","",[]
033,Date/TimeandPlaceofanEvent,"","",[]
034,CodedCartographicMathematicalData,"","",[]
035,SystemControlNumber,"","",[]
036,OriginalStudyNumberforComputerDataFiles,"","",[]
037,SourceofAcquisition,"","",[]
038,RecordContentLicensor,"","",[]
040,CatalogingSource,"","",[]
041,LanguageCode,"","",[]
042,AuthenticationCode,"","",[]
043,GeographicAreaCode,"","",[]
044,CountryofPublishing/ProducingEntityCode,"","",[]
045,TimePeriodofContent,"","",[]
046,SpecialCodedDates,"","",[]
047,FormofMusicalCompositionCode,"","",[]
048,NumberofMusicalInstrumentsorVoicesCodes,"","",[]
050,LibraryofCongressCallNumber,"","",[]
051,LibraryofCongressCopy,Issue,OffprintStatement,"","",[]
052,GeographicClassification,"","",[]
055,ClassificationNumbersAssignedinCanada,"","",[]
060,NationalLibraryofMedicineCallNumber,"","",[]
061,NationalLibraryofMedicineCopyStatement,"","",[]
066,CharacterSetsPresent,"","",[]
070,NationalAgriculturalLibraryCallNumber,"","",[]
071,NationalAgriculturalLibraryCopyStatement,"","",[]
072,SubjectCategoryCode,"","",[]
074,GPOItemNumber,"","",[]
080,UniversalDecimalClassificationNumber,"","",[]
082,DeweyDecimalClassificationNumber,"","",[]
083,AdditionalDeweyDecimalClassificationNumber,"","",[]
084,OtherClassificationNumber,"","",[]
085,SynthesizedClassificationNumberComponents,"","",[]
086,GovernmentDocumentClassificationNumber,"","",[]
088,ReportNumber,"","",[]
09X,LocalCallNumbers,"","",[]
100,MainEntryPersonalName:Personalname,"","","$a"
100,MainEntryPersonalName:Numeration,"","","$b"
100,MainEntryPersonalName:Titles,etc.associatedwithname,"","","$c"
100,MainEntryPersonalName:Datesassociatedwithname,"","","$d"
100,MainEntryPersonalName:Relatorterm,"","","$e"
110,MainEntryCorporateName:Corporatebody,"","","$a"
110,MainEntryCorporateName:Authorityrecordcontrolnumber,"","","$0"
110,MainEntryCorporateName:Corporatebody:Relatorcode,"","","$4"
111,MainEntryMeetingName,"","",[{"$a":"Meetingname(e.g.conference,festival)"},{"$c":"Dateofmeeting"},{"$d":"Locationofmeeting"},{"$0":"Authorityrecordcontrolnumber"},{"$4":"Relatorcode"}]
130,MainEntryUniformTitle,"","",[{"$a":"Preferredtitlewhennonamein1XXfields(e.g.Bible;)"},{"$f":"Dateofwork"},{"$k":"Formsubheading"},{"$l":"Languageofwork"},{"$m":"Mediumofperformanceforwork"},{"$n":"Numberofpart/sectionofwork"},{"$o":"Arrangedstatementformusic"},{"$p":"Nameofpart/sectionofwork"},{"$r":"Keyformusic"},{"$s":"Version"},{"$t":"Titleofwork"},{"$0":"Authorityrecordcontrolnumber"},{"$4":"Relatorcode"}]
210,AbbreviatedTitle,"","",[]
222,KeyTitle,"","",[]
240,UniformTitle,"","",[{"$a":"Preferredtitlewhennamein1XXfield"},{"$f":"Dateofwork"},{"$l":"Languageofwork"},{"$m":"Mediumofperformanceforwork"},{"$n":"Numberofpart/sectionofwork"},{"$o":"Arrangedstatementformusic"},{"$p":"Nameofpart/sectionofwork"},{"$r":"Keyformusic"},{"$s":"Version"}]
242,TranslationofTitlebyCatalogingAgency,"","",[]
243,CollectiveUniformTitle,"","",[]
245,TitleStatement,"","",[]
246,VaryingFormofTitle,"","",[]
247,FormerTitle,"","",[]
250,EditionStatement,"","",[]
251,VersionInformation,"","",[]
254,MusicalPresentationStatement,"","",[]
255,CartographicMathematicalData,"","",[]
256,ComputerFileCharacteristics,"","",[]
257,CountryofProducingEntity,"","",[]
258,PhilatelicIssueData,"","",[]
260,Publication-Distribution,"","",[]
263,ProjectedPublicationDate,"","",[]
264,Production-Publication-Distribution-Manufacture-and-CopyrightNotice,"","",[]
270,Address,"","",[]
300,PhysicalDescription,"","",[]
306,PlayingTime,"","",[]
307,Hours,etc.,"","",[]
310,CurrentPublicationFrequency,"","",[]
321,FormerPublicationFrequency,"","",[]
336,ContentType,"","",[]
337,MediaType,"","",[]
338,CarrierType,"","",[]
340,PhysicalMedium,"","",[]
341,AccessibilityContent,"","",[]
342,GeospatialReferenceData,"","",[]
343,PlanarCoordinateData,"","",[]
344,SoundCharacteristics,"","",[]
345,ProjectionCharacteristicsofMovingImage,"","",[]
346,VideoCharacteristics,"","",[]
347,DigitalFileCharacteristics,"","",[]
348,FormatofNotatedMusic,"","",[]
351,OrganizationandArrangementofMaterials,"","",[]
352,DigitalGraphicRepresentation,"","",[]
355,SecurityClassificationControl,"","",[]
357,OriginatorDisseminationControl,"","",[]
362,DatesofPublicationand/orSequentialDesignation,"","",[]
363,NormalizedDateandSequentialDesignation,"","",[]
365,TradePrice,"","",[]
366,TradeAvailabilityInformation,"","",[]
370,AssociatedPlace,"","",[]
377,AssociatedLanguage,"","",[]
380,FormofWork,"","",[]
381,OtherDistinguishingCharacteristicsofWorkorExpression,"","",[]
382,MediumofPerformance,"","",[]
383,NumericDesignationofMusicalWork,"","",[]
384,Key,"","",[]
385,AudienceCharacteristics,"","",[]
386,Creator/ContributorCharacteristics,"","",[]
388,TimePeriodofCreation,"","",[]
490,SeriesStatement,"","",[]
500,GeneralNote,"","",[]
501,WithNote,"","",[]
502,DissertationNote,"","",[]
504,Bibliography,etc.Note,"","",[]
505,FormattedContentsNote,"","",[]
506,RestrictionsonAccessNote,"","",[]
507,ScaleNoteforGraphicMaterial,"","",[]
508,Creation/ProductionCreditsNote,"","",[]
510,Citation/ReferencesNote,"","",[]
511,ParticipantorPerformerNote,"","",[]
513,TypeofReportandPeriodCoveredNote,"","",[]
514,DataQualityNote,"","",[]
515,NumberingPeculiaritiesNote,"","",[]
516,TypeofComputerFileorDataNote,"","",[]
518,Date/TimeandPlaceofanEventNote,"","",[]
520,Summary,"","",[]
521,TargetAudienceNote,"","",[]
522,GeographicCoverageNote,"","",[]
524,PreferredCitationofDescribedMaterialsNote,"","",[]
525,SupplementNote,"","",[]
526,StudyProgramInformationNote,"","",[]
530,AdditionalPhysicalFormavailableNote,"","",[]
532,AccessibilityNote,"","",[]
533,ReproductionNote,"","",[]
534,OriginalVersionNote,"","",[]
535,LocationofOriginals/DuplicatesNote,"","",[]
536,FundingInformationNote,"","",[]
538,SystemDetailsNote,"","",[]
540,TermsGoverningUseandReproductionNote,"","",[]
541,ImmediateSourceofAcquisitionNote,"","",[]
542,InformationRelatingtoCopyrightStatus,"","",[]
544,LocationofOtherArchivalMaterialsNote,"","",[]
545,BiographicalorHistoricalData,"","",[]
546,LanguageNote,"","",[]
547,FormerTitleComplexityNote,"","",[]
550,IssuingBodyNote,"","",[]
552,EntityandAttributeInformationNote,"","",[]
555,CumulativeIndex/FindingAidsNote,"","",[]
556,InformationAboutDocumentationNote,"","",[]
561,OwnershipandCustodialHistory,"","",[]
562,CopyandVersionIdentificationNote,"","",[]
563,BindingInformation,"","",[]
565,CaseFileCharacteristicsNote,"","",[]
567,MethodologyNote,"","",[]
580,LinkingEntryComplexityNote,"","",[]
581,PublicationsAboutDescribedMaterialsNote,"","",[]
583,ActionNote,"","",[]
584,AccumulationandFrequencyofUseNote,"","",[]
585,ExhibitionsNote,"","",[]
586,AwardsNote,"","",[]
588,SourceofDescription,"","",[]
59X,LocalNotes,"","",[]
600,SubjectAddedEntry-PersonalName,"","",[]
610,SubjectAddedEntry-CorporateName,"","",[]
611,SubjectAddedEntry-MeetingName,"","",[]
630,SubjectAddedEntry-UniformTitle,"","",[]
647,SubjectAddedEntry-NamedEvent,"","",[]
648,SubjectAddedEntry-ChronologicalTerm,"","",[]
650,SubjectAddedEntry-TopicalTerm,"","",[]
651,SubjectAddedEntry-GeographicName,"","",[]
653,IndexTerm,Uncontrolled,"","",[]
654,SubjectAddedEntry-FacetedTopicalTerms,"","",[]
655,IndexTerm,Genre/Form,"","",[]
656,IndexTerm,Occupation,"","",[]
657,IndexTerm,Function,"","",[]
658,IndexTerm,CurriculumObjective,"","",[]
662,SubjectAddedEntry-HierarchicalPlaceName,"","",[]
69X,LocalSubjectAccessFields,"","",[]
700,AddedEntry-PersonalName,"","",[]
710,AddedEntry-CorporateName,"","",[]
711,AddedEntry-MeetingName,"","",[]
720,AddedEntry-UncontrolledName,"","",[]
730,AddedEntry-UniformTitle,"","",[]
740,AddedEntry-UncontrolledRelated/AnalyticalTitle,"","",[]
751,AddedEntry-GeographicName,"","",[]
752,AddedEntry-HierarchicalPlaceName,"","",[]
753,SystemDetailsAccesstoComputerFiles,"","",[]
754,AddedEntry,TaxonomicIdentification,"","",[]
758,ResourceIdentifier,"","",[]
760,MainSeriesEntry,"","",[]
762,SubseriesEntry,"","",[]
765,OriginalLanguageEntry,"","",[]
767,TranslationEntry,"","",[]
770,Supplement/SpecialIssueEntry,"","",[]
772,SupplementParentEntry,"","",[]
773,HostItemEntry,"","",[]
774,ConstituentUnitEntry,"","",[]
775,OtherEditionEntry,"","",[]
776,AdditionalPhysicalFormEntry,"","",[]
777,IssuedWithEntry,"","",[]
780,PrecedingEntry,"","",[]
785,SucceedingEntry,"","",[]
786,DataSourceEntry,"","",[]
787,OtherRelationshipEntry,"","",[]
800,SeriesAddedEntry-PersonalName,"","",[]
810,SeriesAddedEntry-CorporateName,"","",[]
811,SeriesAddedEntry-MeetingName,"","",[]
830,SeriesAddedEntry-UniformTitle,"","",[]
841,HoldingsCodedDataValues,"","",[]
842,TextualPhysicalFormDesignator,"","",[]
843,ReproductionNote,"","",[]
844,NameofUnit,"","",[]
845,TermsGoverningUseandReproduction,"","",[]
850,HoldingInstitution,"","",[]
852,Location,"","",[]
853,CaptionsandPatternBasicBibliographicUnit,"","",[]
854,CaptionsandPatternSupplementaryMaterial,"","",[]
855,CaptionsandPatternIndexes,"","",[]
856,ElectronicLocationandAccess,"","",[]
863,EnumerationandChronologyBasicBibliographicUnit,"","",[]
864,EnumerationandChronologySupplementaryMaterial,"","",[]
865,EnumerationandChronologyIndexes,"","",[]
866,TextualHoldingsBasicBibliographicUnit,"","",[]
867,TextualHoldingsSupplementaryMaterial,"","",[]
868,TextualHoldingsIndexes,"","",[]
876,ItemInformationBasicBibliographicUnit,"","",[]
877,ItemInformationSupplementaryMaterial,"","",[]
878,ItemInformationIndexes,"","",[]
880,AlternateGraphicRepresentation,"","",[]
882,ReplacementRecordInformation,"","",[]
883,Machine-generatedMetadataProvenance,"","",[]
884,DescriptionConversionInformation,"","",[]
885,MatchingInformation,"","",[]
886,ForeignMARCInformationField,"","",[]
887,Non-MARCInformationField,"","",[]
